seed,target,auroc
43,P30530,0.9659
44,P30530,0.9205
53,P30530,0.9659
71,P30530,0.9735
42,P33981,0.94
43,P33981,0.87
44,P33981,0.77
53,P33981,0.81
71,P33981,0.77
42,P36888,0.8121
43,P36888,0.8186
44,P36888,0.8105
53,P36888,0.8317
71,P36888,0.8047
42,P36897,0.5269
43,P36897,0.5192
44,P36897,0.5652
53,P36897,0.5166
71,P36897,0.523
42,P36969,0.6874
43,P36969,0.8437
44,P36969,0.5049
53,P36969,0.7486
71,P36969,0.7191
42,P37840,0.7388
43,P37840,0.7478
44,P37840,0.7879
53,P37840,0.846
71,P37840,0.7656
42,P40337,0.7406
43,P40337,0.7656
44,P40337,0.6844
53,P40337,0.7281
71,P40337,0.8406
42,P40763,0.4706
43,P40763,0.5042
44,P40763,0.4706
53,P40763,0.4538
71,P40763,0.4622
42,P43490,0.6698
43,P43490,0.7407
44,P43490,0.5185
53,P43490,0.537
71,P43490,0.7099
42,P49336,0.3341
43,P49336,0.265
44,P49336,0.2281
53,P49336,0.3065
71,P49336,0.3664
42,P49840,0.9474
43,P49840,0.9474
44,P49840,0.9474
53,P49840,0.9474
71,P49840,0.9474
42,P50750,0.7109
43,P50750,0.6527
44,P50750,0.6927
53,P50750,0.6855
71,P50750,0.7818
42,P51531,0.534
43,P51531,0.5372
44,P51531,0.5633
53,P51531,0.5817
71,P51531,0.4941
42,P51531/P51532,0.7231
43,P51531/P51532,0.7319
44,P51531/P51532,0.776
53,P51531/P51532,0.7337
71,P51531/P51532,0.7496
42,P51532,0.5376
43,P51532,0.5065
44,P51532,0.6278
53,P51532,0.6398
71,P51532,0.5633
42,P98170,0.5328
43,P98170,0.553
44,P98170,0.5328
53,P98170,0.5581
71,P98170,0.553
42,Q00534,0.8569
43,Q00534,0.7694
44,Q00534,0.8844
53,Q00534,0.8344
71,Q00534,0.8194
42,Q02750,0.6484
43,Q02750,0.5934
44,Q02750,0.6374
53,Q02750,0.6484
71,Q02750,0.7436
42,Q06124,0.7178
43,Q06124,0.7089
44,Q06124,0.7044
53,Q06124,0.7578
71,Q06124,0.7356
42,Q06187,0.6577
43,Q06187,0.602
44,Q06187,0.6244
53,Q06187,0.6718
71,Q06187,0.6598
42,Q07889,0.6887
43,Q07889,0.5789
44,Q07889,0.6405
53,Q07889,0.5482
71,Q07889,0.6991
42,Q08881,0.8286
43,Q08881,0.7571
44,Q08881,0.8286
53,Q08881,0.8
71,Q08881,0.9857
42,Q09472,0.9544
43,Q09472,0.9382
44,Q09472,0.9303
53,Q09472,0.9414
71,Q09472,0.9388
42,Q14004,0.6161
43,Q14004,0.6458
44,Q14004,0.7649
53,Q14004,0.7113
71,Q14004,0.6637
42,Q15059,0.7927
43,Q15059,0.8868
44,Q15059,0.8953
53,Q15059,0.8868
71,Q15059,0.8868
42,Q16539,0.9444
43,Q16539,0.8333
44,Q16539,0.9444
53,Q16539,0.8333
71,Q16539,0.8889
42,Q5S007,0.95
43,Q5S007,0.95
44,Q5S007,0.95
53,Q5S007,0.95
71,Q5S007,0.95
42,Q92793,0.855
43,Q92793,0.86
44,Q92793,0.8704
53,Q92793,0.8229
71,Q92793,0.8667
42,Q92793/Q09472,0.9254
43,Q92793/Q09472,0.9524
44,Q92793/Q09472,0.9683
53,Q92793/Q09472,0.9599
71,Q92793/Q09472,0.9422
42,Q92918,0.785
43,Q92918,0.7966
44,Q92918,0.768
53,Q92918,0.7945
71,Q92918,0.7802
42,Q93009,0.7179
43,Q93009,0.641
44,Q93009,0.6923
53,Q93009,0.7179
71,Q93009,0.7564
42,Q96SW2,0.25
43,Q96SW2,0.7308
44,Q96SW2,0.6731
53,Q96SW2,0.1923
71,Q96SW2,0.2885
42,Q9BY41,0.6382
43,Q9BY41,0.466
44,Q9BY41,0.5674
53,Q9BY41,0.4549
71,Q9BY41,0.5715
42,Q9NWZ3,0.7651
43,Q9NWZ3,0.7977
44,Q9NWZ3,0.763
53,Q9NWZ3,0.7575
71,Q9NWZ3,0.7863
42,Q9NYV4,0.9298
43,Q9NYV4,0.8363
44,Q9NYV4,0.9298
53,Q9NYV4,0.9298
71,Q9NYV4,0.8889
42,Q9UBN7,0.5472
43,Q9UBN7,0.5167
44,Q9UBN7,0.5639
53,Q9UBN7,0.5722
71,Q9UBN7,0.5444
42,Q9UM73,0.842
43,Q9UM73,0.8628
44,Q9UM73,0.8628
53,Q9UM73,0.8385
71,Q9UM73,0.8559
42,Q9Y2I7,0.7963
43,Q9Y2I7,0.7778
44,Q9Y2I7,0.7778
53,Q9Y2I7,0.8519
71,Q9Y2I7,0.7963
42,Q9Y616,0.9167
43,Q9Y616,0.9583
44,Q9Y616,0.9167
53,Q9Y616,0.9583
71,Q9Y616,0.9167
