seed,target,auroc
43,GSK-3beta_P49841,1.0
43,CDK12_Q9NYV4,0.9375
43,FLT3-ITD_P36888,0.9722
43,WDR5_P61964,0.5
43,HPGDS_O60760,0.5
43,AKT2_P31751,0.6154
43,AKT3_Q9Y243,0.7708
43,PI3Kalpha_P42336,0.9091
44,MDM2_Q00987,0.7917
44,ER_P03372,0.0135
44,AR_P10275,0.428
44,BRD4_O60885,0.5551
44,CRBN_Q96SW2,0.25
44,BRD2_P25440,0.6784
44,BRD3_Q15059,0.3846
44,ERRalpha_P11474,0.4167
44,BTK_Q06187,0.7084
44,ALK_Q9UM73,0.8436
44,CDK4_P11802,0.6028
44,CDK6_Q00534,0.7017
44,FAK_Q05397,0.6
44,EGFR_P00533,0.5093
44,BCR-ABL_nan,0.4242
44,MEK1_Q02750,0.6111
44,MEK2_P36507,0.5
44,STAT3_P40763,0.4
44,EGFR L858R/T790M_P00533,0.8611
44,EGFR e19d_P00533,0.7606
44,CDK2_P24941,0.7755
44,BCL-xL_Q07817,0.7163
44,JAK2_O60674,0.875
44,AKT1_P31749,0.456
44,IRAK3_Q9Y616,1.0
44,FLT3_P36888,1.0
44,Src_P12931,0.75
44,Wee1_P30291,0.5938
44,PARP1_P09874,0.8692
44,SHP2_Q06124,0.7143
44,TRKA_P04629,0.5
44,GSK-3beta_P49841,0.6667
44,CDK12_Q9NYV4,0.6875
44,FLT3-ITD_P36888,1.0
44,WDR5_P61964,0.5
44,HPGDS_O60760,0.5
44,AKT2_P31751,0.4808
44,AKT3_Q9Y243,0.4896
44,PI3Kalpha_P42336,1.0
53,MDM2_Q00987,0.8472
53,ER_P03372,0.027
53,AR_P10275,0.4846
53,BRD4_O60885,0.5709
53,CRBN_Q96SW2,0.2
53,BRD2_P25440,0.6257
53,BRD3_Q15059,0.3942
53,ERRalpha_P11474,0.375
53,BTK_Q06187,0.6118
53,ALK_Q9UM73,0.8387
53,CDK4_P11802,0.5807
53,CDK6_Q00534,0.7542
53,FAK_Q05397,0.86
53,EGFR_P00533,0.5648
53,BCR-ABL_nan,0.5011
53,MEK1_Q02750,0.5988
53,MEK2_P36507,0.5
53,STAT3_P40763,0.35
53,EGFR L858R/T790M_P00533,0.8611
53,EGFR e19d_P00533,0.8273
53,CDK2_P24941,0.6939
53,BCL-xL_Q07817,0.6923
53,JAK2_O60674,0.6875
53,AKT1_P31749,0.44
53,IRAK3_Q9Y616,1.0
53,FLT3_P36888,1.0
53,Src_P12931,0.7083
53,Wee1_P30291,0.6875
53,PARP1_P09874,0.8769
53,SHP2_Q06124,1.0
53,TRKA_P04629,0.5
53,GSK-3beta_P49841,0.9333
53,CDK12_Q9NYV4,0.9375
53,FLT3-ITD_P36888,0.9722
53,WDR5_P61964,0.5
53,HPGDS_O60760,0.5
53,AKT2_P31751,0.3654
53,AKT3_Q9Y243,0.4792
53,PI3Kalpha_P42336,0.9091
71,MDM2_Q00987,0.7917
71,ER_P03372,0.027
71,AR_P10275,0.4491
71,BRD4_O60885,0.5688
71,CRBN_Q96SW2,0.2833
71,BRD2_P25440,0.6784
71,BRD3_Q15059,0.4135
71,ERRalpha_P11474,0.4167
71,BTK_Q06187,0.6798
71,ALK_Q9UM73,0.6392
71,CDK4_P11802,0.609
71,CDK6_Q00534,0.708
71,FAK_Q05397,0.76
71,EGFR_P00533,0.4259
71,BCR-ABL_nan,0.5231
71,MEK1_Q02750,0.6914
71,MEK2_P36507,0.5
71,STAT3_P40763,0.7
71,EGFR L858R/T790M_P00533,0.7444
71,EGFR e19d_P00533,0.7697
71,CDK2_P24941,0.7143
71,BCL-xL_Q07817,0.7308
71,JAK2_O60674,0.6875
71,AKT1_P31749,0.472
71,IRAK3_Q9Y616,1.0
71,FLT3_P36888,1.0
71,Src_P12931,0.7083
71,Wee1_P30291,0.7188
71,PARP1_P09874,0.8308
71,SHP2_Q06124,0.9286
71,TRKA_P04629,0.5
71,GSK-3beta_P49841,0.9333
71,CDK12_Q9NYV4,0.9375
71,FLT3-ITD_P36888,0.5926
71,WDR5_P61964,0.5
71,HPGDS_O60760,0.5
71,AKT2_P31751,0.4135
71,AKT3_Q9Y243,0.6458
71,PI3Kalpha_P42336,0.9091
