seed,target,auroc
13,P49336,0.5
13,P43490,0.5458
13,Q9UM73,0.851
13,P01116/Q07889,0.5123
13,P25440,0.9091
13,Q15059,0.8061
13,P37840,0.5455
13,Q06124,0.75
13,P30530,0.9556
13,Q9NYV4,0.8571
13,P40337,0.6204
13,Q14004,0.7545
13,P06239,0.375
13,P40763,0.0897
13,P24941,0.9848
13,P49840,1.0
13,Q9Y2I7,0.8571
13,P33981,0.7857
13,Q08881,0.5758
13,Q93009,0.8222
13,P08581,1.0
13,P15170,0.5926
13,Q96SW2,0.3333
13,O60674,1.0
13,Q9Y616,1.0
13,Q5S007,1.0
13,O75530,0.6667
13,Q16539,0.9167
13,P11474,0.6667
13,O43924,0.5
13,O60760,1.0
29,P10275,0.8449
29,P03372,0.8328
29,Q06187,0.8108
29,P01116,0.8412
29,P15056,0.7452
29,P51531,0.646
29,P00533,0.822
29,Q9NWZ3,0.8654
29,P51532,0.6968
29,P10636,0.6951
29,O60885,0.7087
29,P01116/P04049,0.8473
29,Q92793,0.858
29,P14902,0.5103
29,Q07889,0.3978
29,Q92918,0.8786
29,Q92793/Q09472,0.9418
29,Q09472,0.9363
29,P36969,0.7845
29,Q13422,0.6121
29,P36888,0.6856
29,P17706,0.8485
29,Q9BY41,0.4764
29,P18031,0.9369
29,P09874,0.6969
29,P36897,0.6283
29,Q00534,0.8212
29,P11802,0.7104
29,P51531/P51532,0.62
29,P50750,0.8432
29,Q02750,0.9905
29,O15379,1.0
29,P98170,0.5172
29,Q9UBN7,0.5806
29,P49336,0.5062
29,P43490,0.6167
29,Q9UM73,0.8365
29,P01116/Q07889,0.4012
29,P25440,0.9091
29,Q15059,0.8
29,P37840,0.7987
29,Q06124,0.75
29,P30530,0.9444
29,Q9NYV4,0.7768
29,P40337,0.7407
29,Q14004,0.6545
29,P06239,0.625
29,P40763,0.4103
29,P24941,0.9848
29,P49840,1.0
29,Q9Y2I7,0.8929
29,P33981,0.75
29,Q08881,0.6667
29,Q93009,0.4444
29,P08581,1.0
29,P15170,0.7037
29,Q96SW2,0.1481
29,O60674,0.9
29,Q9Y616,0.875
29,Q5S007,1.0
29,O75530,0.5833
29,Q16539,1.0
29,P11474,0.5556
29,O43924,0.5
29,O60760,0.75
42,P10275,0.8448
42,P03372,0.84
42,Q06187,0.7833
42,P01116,0.8585
42,P15056,0.7566
42,P51531,0.6548
42,P00533,0.8184
42,Q9NWZ3,0.8638
42,P51532,0.679
42,P10636,0.6584
42,O60885,0.6547
42,P01116/P04049,0.8334
42,Q92793,0.8463
42,P14902,0.4897
42,Q07889,0.3972
42,Q92918,0.8643
42,Q92793/Q09472,0.9471
42,Q09472,0.94
42,P36969,0.8634
42,Q13422,0.6633
42,P36888,0.7216
42,P17706,0.8465
42,Q9BY41,0.5106
42,P18031,0.9425
42,P09874,0.8094
42,P36897,0.5868
42,Q00534,0.8545
42,P11802,0.7124
42,P51531/P51532,0.7489
42,P50750,0.7659
42,Q02750,0.5143
42,O15379,1.0
42,P98170,0.4414
42,Q9UBN7,0.5604
42,P49336,0.5309
42,P43490,0.3458
42,Q9UM73,0.8173
42,P01116/Q07889,0.4691
42,P25440,0.9034
42,Q15059,0.8182
42,P37840,0.5519
42,Q06124,0.641
42,P30530,1.0
42,Q9NYV4,0.8125
42,P40337,0.7315
42,Q14004,0.7727
42,P06239,0.6719
42,P40763,0.1667
42,P24941,0.5455
42,P49840,1.0
42,Q9Y2I7,0.8571
42,P33981,0.7321
42,Q08881,0.6364
42,Q93009,0.4444
42,P08581,1.0
42,P15170,0.4074
42,Q96SW2,0.1481
42,O60674,1.0
42,Q9Y616,1.0
42,Q5S007,0.6667
42,O75530,0.5417
42,Q16539,0.9167
42,P11474,0.5556
42,O43924,0.5
42,O60760,0.75
43,P10275,0.8497
43,P03372,0.8305
43,Q06187,0.8259
43,P01116,0.8551
43,P15056,0.7523
43,P51531,0.6892
43,P00533,0.8065
43,Q9NWZ3,0.8966
43,P51532,0.693
43,P10636,0.7075
43,O60885,0.6954
43,P01116/P04049,0.8353
43,Q92793,0.844
43,P14902,0.6638
43,Q07889,0.4544
43,Q92918,0.8881
43,Q92793/Q09472,0.9333
43,Q09472,0.9385
43,P36969,0.8622
43,Q13422,0.6233
43,P36888,0.7358
43,P17706,0.8323
43,Q9BY41,0.4699
43,P18031,0.9509
43,P09874,0.7484
43,P36897,0.5576
43,Q00534,0.847
43,P11802,0.6911
43,P51531/P51532,0.7
43,P50750,0.7636
43,Q02750,0.5429
43,O15379,1.0
43,P98170,0.7103
43,Q9UBN7,0.6374
43,P49336,0.5062
43,P43490,0.5458
43,Q9UM73,0.9038
43,P01116/Q07889,0.4321
43,P25440,0.8295
43,Q15059,0.8364
43,P37840,0.6169
43,Q06124,0.7692
43,P30530,0.9444
43,Q9NYV4,0.8304
43,P40337,0.7593
43,Q14004,0.7818
43,P06239,0.4844
43,P40763,0.4103
43,P24941,0.9091
43,P49840,1.0
43,Q9Y2I7,0.8571
43,P33981,0.8929
43,Q08881,0.6061
43,Q93009,0.5778
43,P08581,1.0
43,P15170,0.8519
43,Q96SW2,0.2963
43,O60674,1.0
43,Q9Y616,1.0
43,Q5S007,1.0
43,O75530,0.5833
43,Q16539,1.0
43,P11474,0.5556
43,O43924,0.5
43,O60760,1.0
44,P10275,0.8268
44,P03372,0.8247
44,Q06187,0.7918
44,P01116,0.8683
44,P15056,0.7497
44,P51531,0.6736
44,P00533,0.8031
44,Q9NWZ3,0.8459
44,P51532,0.6929
44,P10636,0.6727
44,O60885,0.6303
44,P01116/P04049,0.8395
44,Q92793,0.8786
44,P14902,0.5762
44,Q07889,0.4072
44,Q92918,0.8685
44,Q92793/Q09472,0.9471
44,Q09472,0.9415
44,P36969,0.8358
44,Q13422,0.6419
44,P36888,0.7727
44,P17706,0.8646
44,Q9BY41,0.5285
44,P18031,0.9158
44,P09874,0.8422
44,P36897,0.573
44,Q00534,0.8212
44,P11802,0.805
44,P51531/P51532,0.6644
44,P50750,0.7386
44,Q02750,0.9905
44,O15379,1.0
44,P98170,0.6483
44,Q9UBN7,0.5806
44,P49336,0.5494
44,P43490,0.6042
44,Q9UM73,0.875
44,P01116/Q07889,0.4383
44,P25440,0.8011
44,Q15059,0.8485
44,P37840,0.7792
44,Q06124,0.7051
44,P30530,1.0
44,Q9NYV4,0.7768
44,P40337,0.7315
44,Q14004,0.8
44,P06239,0.5469
44,P40763,0.141
44,P24941,0.9848
44,P49840,1.0
44,Q9Y2I7,0.8929
44,P33981,0.7321
44,Q08881,0.7273
44,Q93009,0.6
44,P08581,1.0
44,P15170,0.5556
44,Q96SW2,0.1481
44,O60674,0.95
44,Q9Y616,1.0
44,Q5S007,1.0
44,O75530,0.5833
44,Q16539,1.0
44,P11474,0.4444
44,O43924,0.5
44,O60760,0.75
53,P10275,0.8365
53,P03372,0.8233
53,Q06187,0.792
53,P01116,0.8609
53,P15056,0.758
53,P51531,0.6491
53,P00533,0.8123
53,Q9NWZ3,0.8363
53,P51532,0.6896
53,P10636,0.696
53,O60885,0.6384
53,P01116/P04049,0.8192
53,Q92793,0.8481
53,P14902,0.6883
53,Q07889,0.465
53,Q92918,0.878
53,Q92793/Q09472,0.9429
53,Q09472,0.9607
53,P36969,0.8734
53,Q13422,0.6326
53,P36888,0.7661
53,P17706,0.896
53,Q9BY41,0.4813
53,P18031,0.9649
53,P09874,0.7687
53,P36897,0.5914
53,Q00534,0.9015
53,P11802,0.7027
53,P51531/P51532,0.6978
53,P50750,0.75
53,Q02750,0.9905
53,O15379,1.0
53,P98170,0.4828
53,Q9UBN7,0.5861
53,P49336,0.537
53,P43490,0.6708
53,Q9UM73,0.8365
53,P01116/Q07889,0.4877
53,P25440,0.8807
53,Q15059,0.7758
53,P37840,0.6688
53,Q06124,0.8013
53,P30530,0.9444
53,Q9NYV4,0.9732
53,P40337,0.713
53,Q14004,0.9273
53,P06239,0.4844
53,P40763,0.5
53,P24941,1.0
53,P49840,1.0
53,Q9Y2I7,0.8214
53,P33981,0.8036
53,Q08881,0.5455
53,Q93009,0.6889
53,P08581,1.0
53,P15170,0.2963
53,Q96SW2,0.1852
53,O60674,0.95
53,Q9Y616,0.875
53,Q5S007,0.8333
53,O75530,0.3333
53,Q16539,0.8333
53,P11474,0.6667
53,O43924,0.5
53,O60760,0.75
71,P10275,0.8201
71,P03372,0.8311
71,Q06187,0.8015
71,P01116,0.8574
71,P15056,0.7441
71,P51531,0.6499
71,P00533,0.7996
71,Q9NWZ3,0.857
71,P51532,0.6795
71,P10636,0.7027
71,O60885,0.648
71,P01116/P04049,0.8259
71,Q92793,0.8699
71,P14902,0.5775
71,Q07889,0.3433
71,Q92918,0.8685
71,Q92793/Q09472,0.9471
71,Q09472,0.9356
71,P36969,0.8383
71,Q13422,0.6614
71,P36888,0.7576
71,P17706,0.8667
71,Q9BY41,0.5301
71,P18031,0.9229
71,P09874,0.7422
71,P36897,0.6129
71,Q00534,0.8167
71,P11802,0.7413
71,P51531/P51532,0.7467
71,P50750,0.6568
71,Q02750,0.6381
71,O15379,1.0
71,P98170,0.6414
71,Q9UBN7,0.4945
71,P49336,0.4815
71,P43490,0.5833
71,Q9UM73,0.9087
71,P01116/Q07889,0.3765
71,P25440,0.983
71,Q15059,0.8303
71,P37840,0.7143
71,Q06124,0.7372
71,P30530,0.9444
71,Q9NYV4,0.8929
71,P40337,0.7593
71,Q14004,0.6818
71,P06239,0.6562
71,P40763,0.5128
71,P24941,1.0
71,P49840,1.0
71,Q9Y2I7,1.0
71,P33981,0.8036
71,Q08881,0.6667
71,Q93009,0.7778
71,P08581,1.0
71,P15170,0.5556
71,Q96SW2,0.0741
71,O60674,1.0
71,Q9Y616,0.875
71,Q5S007,0.8333
71,O75530,0.75
71,Q16539,0.6667
71,P11474,0.5556
71,O43924,0.5
71,O60760,1.0
89,P10275,0.8459
89,P03372,0.8225
89,Q06187,0.8018
89,P01116,0.8591
89,P15056,0.773
89,P51531,0.6466
89,P00533,0.8089
89,Q9NWZ3,0.856
89,P51532,0.7115
89,P10636,0.6987
89,O60885,0.6631
89,P01116/P04049,0.832
89,Q92793,0.8521
89,P14902,0.4516
89,Q07889,0.4272
89,Q92918,0.8774
89,Q92793/Q09472,0.9407
89,Q09472,0.9452
89,P36969,0.8421
89,Q13422,0.5991
89,P36888,0.7292
89,P17706,0.8818
89,Q9BY41,0.3902
89,P18031,0.9187
89,P09874,0.7281
89,P36897,0.6114
89,Q00534,0.9045
89,P11802,0.7297
89,P51531/P51532,0.7222
89,P50750,0.7636
89,Q02750,0.9857
89,O15379,1.0
89,P98170,0.669
89,Q9UBN7,0.5861
89,P49336,0.358
89,P43490,0.6708
89,Q9UM73,0.851
89,P01116/Q07889,0.4259
89,P25440,0.8352
89,Q15059,0.7758
89,P37840,0.513
89,Q06124,0.6795
89,P30530,1.0
89,Q9NYV4,0.8393
89,P40337,0.7315
89,Q14004,0.7909
89,P06239,0.5312
89,P40763,0.3077
89,P24941,1.0
89,P49840,1.0
89,Q9Y2I7,0.9286
89,P33981,0.75
89,Q08881,0.9091
89,Q93009,0.6
89,P08581,1.0
89,P15170,0.8148
89,Q96SW2,0.4074
89,O60674,1.0
89,Q9Y616,1.0
89,Q5S007,0.8333
89,O75530,0.5417
89,Q16539,0.8333
89,P11474,0.5556
89,O43924,0.5
89,O60760,0.75
97,P10275,0.8368
97,P03372,0.8256
97,Q06187,0.8009
97,P01116,0.8424
97,P15056,0.7576
97,P51531,0.6737
97,P00533,0.8115
97,Q9NWZ3,0.8492
97,P51532,0.6807
97,P10636,0.6504
97,O60885,0.6401
97,P01116/P04049,0.8316
97,Q92793,0.8623
97,P14902,0.5491
97,Q07889,0.4061
97,Q92918,0.8643
97,Q92793/Q09472,0.9365
97,Q09472,0.9593
97,P36969,0.792
97,Q13422,0.7293
97,P36888,0.7926
97,P17706,0.8586
97,Q9BY41,0.4943
97,P18031,0.9285
97,P09874,0.7219
97,P36897,0.5607
97,Q00534,0.847
97,P11802,0.6988
97,P51531/P51532,0.7089
97,P50750,0.7955
97,Q02750,0.8429
97,O15379,1.0
97,P98170,0.4897
97,Q9UBN7,0.5696
97,P49336,0.5093
97,P43490,0.8125
97,Q9UM73,0.8702
97,P01116/Q07889,0.4444
97,P25440,0.875
97,Q15059,0.7515
97,P37840,0.5714
97,Q06124,0.7179
97,P30530,1.0
97,Q9NYV4,0.8571
97,P40337,0.7685
97,Q14004,0.8545
97,P06239,0.4688
97,P40763,0.2436
97,P24941,0.8182
97,P49840,1.0
97,Q9Y2I7,0.9286
97,P33981,0.8036
97,Q08881,0.7879
97,Q93009,0.4889
97,P08581,1.0
97,P15170,0.2963
97,Q96SW2,0.3333
97,O60674,0.95
97,Q9Y616,1.0
97,Q5S007,0.8333
97,O75530,0.5
97,Q16539,0.9167
97,P11474,0.7778
97,O43924,0.5
97,O60760,0.75
