seed,target,auroc
42,Q06124,0.68
42,P30530,0.947
42,Q9NYV4,0.8129
42,P40337,0.7031
42,Q14004,0.6607
42,P06239,0.4825
42,P40763,0.2773
42,P24941,0.9333
42,P49840,1.0
42,Q9Y2I7,0.5556
42,P33981,0.75
42,Q08881,0.6286
42,Q93009,0.5385
42,P08581,1.0
42,P15170,0.4423
42,Q96SW2,0.1154
42,O60674,0.9375
42,Q9Y616,0.875
42,Q5S007,0.9
42,O75530,0.5143
42,Q16539,0.9167
42,P11474,0.25
42,O43924,1.0
42,O60760,0.8095
43,P10275,0.8145
43,P03372,0.8146
43,Q06187,0.8038
43,P01116,0.849
43,P15056,0.7512
43,P51531,0.6397
43,P00533,0.7798
43,Q9NWZ3,0.8697
43,P51532,0.6628
43,P10636,0.7082
43,O60885,0.6229
43,P01116/P04049,0.8464
43,Q92793,0.8495
43,P14902,0.6208
43,Q07889,0.3515
43,Q92918,0.8808
43,Q92793/Q09472,0.9366
43,Q09472,0.9277
43,P36969,0.7563
43,Q13422,0.5851
43,P36888,0.7859
43,P17706,0.8594
43,Q9BY41,0.4542
43,P18031,0.94
43,P09874,0.459
43,P36897,0.6598
43,Q00534,0.8356
43,P11802,0.7089
43,P51531/P51532,0.7037
43,P50750,0.7364
43,Q02750,0.6264
43,O15379,1.0
43,P98170,0.5682
43,Q9UBN7,0.5264
43,P49336,0.5161
43,P43490,0.6049
43,Q9UM73,0.875
43,P01116/Q07889,0.4545
43,P25440,0.8462
43,Q15059,0.7863
43,P37840,0.4509
43,Q06124,0.6533
43,P30530,0.9621
43,Q9NYV4,0.8772
43,P40337,0.7375
43,Q14004,0.7024
43,P06239,0.5263
43,P40763,0.3361
43,P24941,0.9333
43,P49840,0.9474
43,Q9Y2I7,0.3704
43,P33981,0.61
43,Q08881,0.5714
43,Q93009,0.5
43,P08581,0.9833
43,P15170,0.6154
43,Q96SW2,0.1154
43,O60674,0.9375
43,Q9Y616,1.0
43,Q5S007,0.9
43,O75530,0.6
43,Q16539,0.9167
43,P11474,0.4643
43,O43924,1.0
43,O60760,0.8095
44,P10275,0.7998
44,P03372,0.8266
44,Q06187,0.8312
44,P01116,0.8603
44,P15056,0.7506
44,P51531,0.6373
44,P00533,0.7904
44,Q9NWZ3,0.8261
44,P51532,0.649
44,P10636,0.6962
44,O60885,0.6119
44,P01116/P04049,0.8459
44,Q92793,0.8378
44,P14902,0.5725
44,Q07889,0.3515
44,Q92918,0.8427
44,Q92793/Q09472,0.9356
44,Q09472,0.9382
44,P36969,0.7388
44,Q13422,0.4992
44,P36888,0.7614
44,P17706,0.8733
44,Q9BY41,0.4708
44,P18031,0.9235
44,P09874,0.545
44,P36897,0.6061
44,Q00534,0.8462
44,P11802,0.7081
44,P51531/P51532,0.6684
44,P50750,0.7364
44,Q02750,0.6813
44,O15379,1.0
44,P98170,0.5732
44,Q9UBN7,0.5194
44,P49336,0.5622
44,P43490,0.4815
44,Q9UM73,0.8681
44,P01116/Q07889,0.4136
44,P25440,0.8583
44,Q15059,0.7863
44,P37840,0.4643
44,Q06124,0.6933
44,P30530,0.9924
44,Q9NYV4,0.7544
44,P40337,0.7906
44,Q14004,0.625
44,P06239,0.5175
44,P40763,0.3866
44,P24941,0.9333
44,P49840,1.0
44,Q9Y2I7,0.5556
44,P33981,0.77
44,Q08881,0.5571
44,Q93009,0.5641
44,P08581,1.0
44,P15170,0.4231
44,Q96SW2,0.0962
44,O60674,0.9375
44,Q9Y616,0.9167
44,Q5S007,0.8
44,O75530,0.6286
44,Q16539,0.8611
44,P11474,0.6786
44,O43924,1.0
44,O60760,0.8571
53,P10275,0.7957
53,P03372,0.8252
53,Q06187,0.8257
53,P01116,0.8422
53,P15056,0.7461
53,P51531,0.631
53,P00533,0.7856
53,Q9NWZ3,0.8281
53,P51532,0.6692
53,P10636,0.6775
53,O60885,0.6357
53,P01116/P04049,0.8385
53,Q92793,0.8486
53,P14902,0.574
53,Q07889,0.353
53,Q92918,0.866
53,Q92793/Q09472,0.9356
53,Q09472,0.9382
53,P36969,0.8011
53,Q13422,0.6056
53,P36888,0.7663
53,P17706,0.8585
53,Q9BY41,0.4965
53,P18031,0.9341
53,P09874,0.5066
53,P36897,0.61
53,Q00534,0.83
53,P11802,0.7203
53,P51531/P51532,0.6843
53,P50750,0.7473
53,Q02750,0.6264
53,O15379,1.0
53,P98170,0.5556
53,Q9UBN7,0.5528
53,P49336,0.4839
53,P43490,0.5802
53,Q9UM73,0.8438
53,P01116/Q07889,0.4545
53,P25440,0.8462
53,Q15059,0.7607
53,P37840,0.4866
53,Q06124,0.6444
53,P30530,0.9545
53,Q9NYV4,0.8304
53,P40337,0.7375
53,Q14004,0.6429
53,P06239,0.5439
53,P40763,0.2353
53,P24941,0.8762
53,P49840,1.0
53,Q9Y2I7,0.5741
53,P33981,0.88
53,Q08881,0.5714
53,Q93009,0.4615
53,P08581,1.0
53,P15170,0.1731
53,Q96SW2,0.1538
53,O60674,0.9792
53,Q9Y616,1.0
53,Q5S007,0.9
53,O75530,0.5143
53,Q16539,0.8611
53,P11474,0.3571
53,O43924,0.8889
53,O60760,0.8571
71,P10275,0.8249
71,P03372,0.8313
71,Q06187,0.8201
71,P01116,0.8504
71,P15056,0.7495
71,P51531,0.6393
71,P00533,0.8178
71,Q9NWZ3,0.8436
71,P51532,0.6649
71,P10636,0.6622
71,O60885,0.6269
71,P01116/P04049,0.8374
71,Q92793,0.8579
71,P14902,0.5904
71,Q07889,0.3754
71,Q92918,0.8946
71,Q92793/Q09472,0.9188
71,Q09472,0.9303
71,P36969,0.7749
71,Q13422,0.5483
71,P36888,0.7647
71,P17706,0.8672
71,Q9BY41,0.475
71,P18031,0.9271
71,P09874,0.7421
71,P36897,0.6368
71,Q00534,0.8294
71,P11802,0.7089
71,P51531/P51532,0.6508
71,P50750,0.7364
71,Q02750,0.5934
71,O15379,1.0
71,P98170,0.5631
71,Q9UBN7,0.4958
71,P49336,0.5806
71,P43490,0.6142
71,Q9UM73,0.8611
71,P01116/Q07889,0.4636
71,P25440,0.8583
71,Q15059,0.765
71,P37840,0.4241
71,Q06124,0.6889
71,P30530,0.9545
71,Q9NYV4,0.7018
71,P40337,0.7
71,Q14004,0.6786
71,P06239,0.5351
71,P40763,0.3529
71,P24941,0.8762
71,P49840,1.0
71,Q9Y2I7,0.5
71,P33981,0.84
71,Q08881,0.5429
71,Q93009,0.6154
71,P08581,1.0
71,P15170,0.6154
71,Q96SW2,0.0962
71,O60674,1.0
71,Q9Y616,0.9167
71,Q5S007,0.9
71,O75530,0.6
71,Q16539,0.8889
71,P11474,0.6786
71,O43924,1.0
71,O60760,0.8571
89,P10275,0.7798
89,P03372,0.8208
89,Q06187,0.8195
89,P01116,0.8244
89,P15056,0.7469
89,P51531,0.6422
89,P00533,0.7895
89,Q9NWZ3,0.8543
89,P51532,0.6636
89,P10636,0.6559
89,O60885,0.6048
89,P01116/P04049,0.8497
89,Q92793,0.845
89,P14902,0.5789
89,Q07889,0.285
89,Q92918,0.8718
89,Q92793/Q09472,0.9282
89,Q09472,0.944
89,P36969,0.7541
89,Q13422,0.5426
89,P36888,0.7459
89,P17706,0.8585
89,Q9BY41,0.45
89,P18031,0.9282
89,P09874,0.3492
89,P36897,0.5908
89,Q00534,0.8306
89,P11802,0.7187
89,P51531/P51532,0.6808
89,P50750,0.82
89,Q02750,0.6703
89,O15379,1.0
89,P98170,0.5556
89,Q9UBN7,0.4667
89,P49336,0.553
89,P43490,0.5463
89,Q9UM73,0.8542
89,P01116/Q07889,0.45
89,P25440,0.8502
89,Q15059,0.7564
89,P37840,0.5
89,Q06124,0.6933
89,P30530,0.947
89,Q9NYV4,0.8129
89,P40337,0.7313
89,Q14004,0.5833
89,P06239,0.5263
89,P40763,0.4874
89,P24941,0.9333
89,P49840,1.0
89,Q9Y2I7,0.0
89,P33981,0.85
89,Q08881,0.5571
89,Q93009,0.6667
89,P08581,1.0
89,P15170,0.1538
89,Q96SW2,0.1154
89,O60674,1.0
89,Q9Y616,0.8333
89,Q5S007,1.0
89,O75530,0.6571
89,Q16539,0.9444
89,P11474,0.25
89,O43924,1.0
89,O60760,0.8571
97,P10275,0.8098
97,P03372,0.8144
97,Q06187,0.8182
97,P01116,0.8614
97,P15056,0.7366
97,P51531,0.6233
97,P00533,0.7967
97,Q9NWZ3,0.8526
97,P51532,0.6733
97,P10636,0.6969
97,O60885,0.6155
97,P01116/P04049,0.8356
97,Q92793,0.845
97,P14902,0.6143
97,Q07889,0.2905
97,Q92918,0.8596
97,Q92793/Q09472,0.9356
97,Q09472,0.9355
97,P36969,0.753
97,Q13422,0.554
97,P36888,0.7949
97,P17706,0.8663
97,Q9BY41,0.4514
97,P18031,0.9341
97,P09874,0.6627
97,P36897,0.5703
97,Q00534,0.8544
97,P11802,0.7008
97,P51531/P51532,0.6931
97,P50750,0.7418
97,Q02750,0.5934
97,O15379,1.0
97,P98170,0.5657
97,Q9UBN7,0.5389
97,P49336,0.5115
97,P43490,0.6111
97,Q9UM73,0.8542
97,P01116/Q07889,0.4455
97,P25440,0.8866
97,Q15059,0.7521
97,P37840,0.4821
97,Q06124,0.6756
97,P30530,0.9848
97,Q9NYV4,0.7485
97,P40337,0.7062
97,Q14004,0.6429
97,P06239,0.614
97,P40763,0.3193
97,P24941,0.819
97,P49840,0.9474
97,Q9Y2I7,0.5
97,P33981,0.89
97,Q08881,0.5429
97,Q93009,0.5641
97,P08581,1.0
97,P15170,0.4038
97,Q96SW2,0.1538
97,O60674,0.8958
97,Q9Y616,0.9583
97,Q5S007,0.8
97,O75530,0.4571
97,Q16539,0.9167
97,P11474,0.6429
97,O43924,1.0
97,O60760,0.9048
