seed,target,auroc
53,P10275,0.9014
53,P10636,0.7883
53,P11474,0.5357
53,P11802,0.7163
53,P14902,0.6143
53,P15056,0.7527
53,P15170,0.6923
53,P17706,0.8277
53,P18031,0.8959
53,P24941,0.9571
53,P25440,0.7105
53,P30530,0.8977
53,P33981,0.815
53,P36888,0.808
53,P36897,0.6049
53,P36969,0.8508
53,P37840,0.5179
53,P40337,0.6688
53,P40763,0.2857
53,P43490,0.8086
53,P49336,0.447
53,P49840,0.9035
53,P50750,0.7591
53,P51531,0.6854
53,P51531/P51532,0.6455
53,P51532,0.8064
53,P98170,0.6616
53,Q00534,0.9062
53,Q02750,0.9158
53,Q06124,0.5356
53,Q06187,0.8683
53,Q07889,0.817
53,Q08881,0.5857
53,Q09472,0.9017
53,Q13422,0.8502
53,Q14004,0.5625
53,Q15059,0.6902
53,Q16539,0.5972
53,Q5S007,0.8
53,Q92793,0.8276
53,Q92793/Q09472,0.9342
53,Q92918,0.8528
53,Q93009,0.5
53,Q96SW2,0.1346
53,Q9BY41,0.7431
53,Q9NWZ3,0.9051
53,Q9NYV4,0.693
53,Q9UBN7,0.6417
53,Q9UM73,0.8108
53,Q9Y2I7,0.6759
53,Q9Y616,0.7292
71,O15379,0.9864
71,O43924,1.0
71,O60674,0.9375
71,O60760,0.7143
71,O60885,0.766
71,O75530,0.6714
71,P00533,0.8526
71,P01116,0.8969
71,P01116/P04049,0.8091
71,P01116/Q07889,0.4136
71,P03372,0.8696
71,P06239,0.3509
71,P08581,1.0
71,P09874,0.8552
71,P10275,0.8948
71,P10636,0.7565
71,P11474,0.7143
71,P11802,0.7341
71,P14902,0.6667
71,P15056,0.7625
71,P15170,0.6923
71,P17706,0.8615
71,P18031,0.8724
71,P24941,0.8714
71,P25440,0.7267
71,P30530,0.9129
71,P33981,0.725
71,P36888,0.8231
71,P36897,0.7436
71,P36969,0.8164
71,P37840,0.5647
71,P40337,0.7344
71,P40763,0.3319
71,P43490,0.6728
71,P49336,0.4724
71,P49840,0.9298
71,P50750,0.7482
71,P51531,0.6812
71,P51531/P51532,0.6199
71,P51532,0.7993
71,P98170,0.6338
71,Q00534,0.8194
71,Q02750,0.9505
71,Q06124,0.5689
71,Q06187,0.8611
71,Q07889,0.8163
71,Q08881,0.55
71,Q09472,0.8932
71,Q13422,0.847
71,Q14004,0.7411
71,Q15059,0.7286
71,Q16539,0.6528
71,Q5S007,0.4
71,Q92793,0.824
71,Q92793/Q09472,0.9356
71,Q92918,0.8649
71,Q93009,0.641
71,Q96SW2,0.1538
71,Q9BY41,0.7931
71,Q9NWZ3,0.8968
71,Q9NYV4,0.6374
71,Q9UBN7,0.7069
71,Q9UM73,0.8316
71,Q9Y2I7,0.6574
71,Q9Y616,0.7083
