target,seed,n,auroc
Q14004,43,26,0.6964285714285714
P06239,43,25,0.7017543859649122
P40763,43,24,0.3529411764705882
P24941,43,22,0.9428571428571428
P49840,43,22,0.8421052631578948
Q9Y2I7,43,21,0.6851851851851851
P33981,43,20,0.53
Q08881,43,19,0.5714285714285714
Q93009,43,19,0.7051282051282052
P08581,43,17,0.8833333333333333
P15170,43,17,0.4230769230769231
Q96SW2,43,17,0.21153846153846154
O60674,43,14,1.0
Q9Y616,43,14,0.33333333333333337
Q5S007,43,13,0.6166666666666667
O75530,43,12,0.7428571428571429
Q16539,43,12,0.888888888888889
P11474,43,11,0.6785714285714286
O43924,43,10,0.0
O60760,43,10,0.7142857142857143
P10275,44,1968,0.4664478440672084
P03372,44,1291,0.5938828631105739
Q06187,44,761,0.7811875945537065
P01116,44,722,0.7628418910982464
P15056,44,606,0.7086375795257375
P51531,44,432,0.7182097656405956
P00533,44,402,0.7658122276688454
Q9NWZ3,44,313,0.8665880503144655
P51532,44,271,0.6528867102396514
P10636,44,210,0.34387140637140634
O60885,44,162,0.5461819844535893
P01116/P04049,44,139,0.8338461538461539
Q92793,44,111,0.8425339366515837
P14902,44,109,0.36198830409356725
Q07889,44,91,0.413604766633565
Q92918,44,91,0.7351694915254237
Q92793/Q09472,44,83,0.9468283582089553
Q09472,44,80,0.93359375
P36969,44,76,0.7715846994535518
Q13422,44,73,0.48036006546644844
P36888,44,70,0.684640522875817
P17706,44,68,0.7934027777777778
Q9BY41,44,61,0.3902777777777777
P18031,44,59,0.9023529411764706
P09874,44,57,0.46957671957671954
P36897,44,57,0.3797953964194374
Q00534,44,57,0.865
P11802,44,56,0.7390243902439024
P51531/P51532,44,48,0.7037037037037037
P50750,44,47,0.76
Q02750,44,46,0.7179487179487178
O15379,44,43,0.993939393939394
P98170,44,39,0.5303030303030303
Q9UBN7,44,39,0.5402777777777777
P49336,44,38,0.5806451612903225
P43490,44,36,0.26234567901234573
Q9UM73,44,34,0.5625
P01116/Q07889,44,32,0.5136363636363637
P25440,44,32,0.8947368421052632
Q15059,44,31,0.7948717948717949
P37840,44,30,0.5133928571428572
Q06124,44,30,0.6266666666666667
P30530,44,28,0.9848484848484849
Q9NYV4,44,28,0.8538011695906433
P40337,44,26,0.675
Q14004,44,26,0.7142857142857142
P06239,44,25,0.6578947368421053
P40763,44,24,0.4117647058823529
P24941,44,22,0.8857142857142858
P49840,44,22,0.8421052631578948
Q9Y2I7,44,21,0.6111111111111112
P33981,44,20,0.75
Q08881,44,19,0.34285714285714286
Q93009,44,19,0.7692307692307693
P08581,44,17,0.8666666666666667
P15170,44,17,0.5192307692307693
Q96SW2,44,17,0.25
O60674,44,14,1.0
Q9Y616,44,14,0.5833333333333333
Q5S007,44,13,0.55
O75530,44,12,0.7428571428571429
Q16539,44,12,0.888888888888889
P11474,44,11,0.6071428571428572
O43924,44,10,0.0
O60760,44,10,0.6190476190476191
